uuid,Keywords,label
1158,Fragmented Cultural; Fragmented Industries; Cultural Industry,0
1159,Human Sperm; Sperm Function; Intracellular Calcium; Tyrosine Phosphorylation,1
1160,Image Denoising; Current State-Of-The-Art,0
1161,Emission Tomography; Autoimmune Encephalitis,1
1162,Transformative Learning; Changing Climate; Young People; Climate Change; Critical Thinking,0
1163,Lumen Diameter; Coronary Arteries; Coronary Computed; Computed Tomography; Coronary Artery; Arteries Without,1
1164,Long-Range Fisheries; Whole-Genome Sequencing,1
1165,Deep-Sea Lineages; Water Lineages; Shallow Water,1
1166,Social Navigation,0
1167,Tgf-Β Signaling; Osteoblast Differentiation; Pro-Osteogenic Effects,1
1168,Quaternary Deposits; Tassili-N-Ajjer Plateau,0
1169,Convolutional Neural; Geometric Algebra; Ga-Cnn Model,0
1170,Face Recognition; Hyperspectral Face; Recognition Techniques; Image-Set Classification,0
1171,Delay-Dependent Forgetting; Evans Rats; Long Evans; Object Location; Forgetting Curve; Memory Performance,1
1172,Primary Source; Increased Survival; Antitumor Immunity; Studies Targeting; Checkpoint Blockade,1
1173,Tenosynovial Giant; Cell Tumor; Giant Cell,1
1174,Copy-Move Forgery; Digital Images; Forgery Detection; Detection Technique,0
1175,A; B,0
1176,Semi-Supervised Medical; Medical Image; Image Segmentation; Uncertainty Estimation; Region Segmentation; Segmentation Network,1
1177,Topographical Saliency; Global Topographical; Proposed Method; Salient Object; Broader Related; Iterative Laplacian,0
1178,St123N Substitution; Escape Mutants; Stronger Antibody; Antibody Responses; Hbsag Clearance; Immune Escape,1
1179,'New Urbanity; Citizen Firefighter; Contemporary Forms; European City; Traditional European,0
1180,Climate Change; High Tide; Rate Tends; Water Resources; Adaptation Plan; Mekong Delta,1
1181,Gender Classification; Neural Networks; Classification Task; Thermal Facial; Convolution Neural; State-Of-The-Art Convolution,0
1182,Strategic Bidding; Computation Time; Electricity Markets; Scheduling Horizon; Nodal Electricity,0
1183,Haze Network; Complementary Adversarial; Adversarial Learning; Dehazing Methods; Haze Images; Learning Method,0
1184,Aluminum-Containing Waste; Waste Residue,1
1185,Spatial Information; Information Extracted; Decoupling Techniques; Torque Ripple; Harmonic Torque; Spatial Harmonic,0
1186,Rigid Objects,0
1187,Group Meetings; Network Overhead; Delivery Ratio,0
1188,Video Quality,0
1189,Graph Matching; Parallel Algorithms,0
1190,High-Performance Grinding,0
1191,Functional Geometry; Mechanical Engineering; Engineering Devices; Geometry Interactions; Geometric Features,0
1192,Resource Consumption; Random Access; Slotted Aloha,0
1193,Lupus Nephritis,1
1194,Motion Analysis,1
1195,Differential Features; Pedestrian Detection; Taylor Series,0
1196,State-Of-The-Art Hand-Tuned; Architecture Search; Temporal Convolutional; Convolutional Networks; Neural Architecture; Hand-Tuned Models,0
1197,Differential Evolutionary; Superpixel Segmentation; Boundary Gradient; Within-Superpixel Error,0
1198,Aerial Vehicles; Unmanned Aerial; Open Issues,0
1199,Vessel Segmentation; Retinal Images,1
1200,Prion Propagation; Arrayed Genome-Wide; Ribonucleoprotein Hnrnpk; Prion Levels; Reduced Prion,1
1201,Digital Thread; Data Model; Additive Manufacturing,0
1202,Drug Development; Physiologically Based; White Paper; Paediatric Drug,1
1203,Bi-Modal Authentication; Quality Biometric; Biometric Samples,0
1204,Semantic Segmentation; Feature Points; Slam System; State-Of-The-Art Slam; Dynamic Environments; Dynamic Feature,0
1205,Noise Residual; Steganalytic Detector,0
1206,Brain Glioma; Glioma Segmentation,1
1207,Brain-Wide Connectivity; Thermal System,1
1208,Coronary Calcification; Spatial-Temporal Encoder-Decoder; Encoder-Decoder Network; Proposed Method; Data Augmentation; Augmentation Method,1
1209,Cylindric Partitions; Weighted Cylindric,1
1210,Boundary-Weighted Domain; Deep Learning; Adaptive Neural; Neural Network; Image Segmentation; Domain Adaptive,1
1211,Data Consistency; Prior Knowledge; Deep Networks,0
1212,Physical Mechanisms; Automated Experiments; Al0.93 B0.07; High Nonlinear; Non-Linear Responses; Domain Walls,1
1213,Conversion Overhead; Sparse Format; Average Speedup; Vcsr Format,0
1214,Detailed Features; Pose Reconstruction; Detailed Feature; Pose Coding; Feature Guided; Front Face,0
1215,Layer Stacking; Electrostatic Adsorption; Mxene Nanosheets; Stacking Thickness; Mxene Bowls; Electromagnetic Wave,1
1216,High Level; High Resolution; Object Inputs; Level Features; Resolution Edge; Liver-Tumor Segmentation,1
1217,Environmental Education; Teaching Practice; Special Teaching; Teaching Method,0
1218,Thyroiditis Following; Following Graves; Months Later,1
1219,Anomaly Detectors; Security Domain,0
1220,Module Combines; Local Attention; Memory Mechanism,0
1221,Proposed Model,1
1222,Full Body; Pose Estimation; Body Pose; Disentangled Waterfall,0
1223,Urban Planning,0
1224,Participants Used; Rectal Tissue; Rectal Microbicides,1
1225,Molecular Dynamics; Reverse Docking; Potential Antiviral; Saussurea Costus,1
1226,Fancd2 Expression; Endometrial Cancer; Prognostic Value; Fanconi Anemia,1
1227,Convolutional Neural; Neural Network; Deep Convolutional; Linear Unit; Rectified Linear; Category Classification,0
1228,Electromagnetic Design; Field Approach; High-Efficiency Induction; Induction Motors,0
1229,Bend Loss; Worst Signal; Signal Loss; Integrated Circuits; Total Bend; Optical Circuits,0
1230,Salient Object; Proposed Method; Object Detection; Probabilistic Framework; Global Optimum; State-Of-The-Art Unsupervised,0
1231,Human Incursions; Concretion Formation; Late Glacial,0
1232,Proposed Method; Quantized Transform; Filtering Operations; In-Loop Deblocking; Deblocking Filtering,0
1233,Prior Knowledge; Inequality Constraints,0
1234,Intestinal Flora; Ulcerative Colitis; Fecal Microbiota; Microbiota Transplantation; Flora Composition; Signaling Pathway,1
1235,Video Lectures; Teaching Neuroanatomy; Printed Specimens,1
1236,Flat-Field Correction; Rank Smooth; Smooth Flat-Field; Uneven Illumination; Hyperspectral Microscopic; Flat-Field Term,1
1237,Food Elimination; Nutrient Supplementation; Food Substitution; Hiv-Positive Persons; Southern Ghana; Three Practices,0
1238,Seizure Prediction; Deep Learning; Neural Network; Prediction Time,1
1239,Structured Low-Rank; Fourier Coefficients; Toeplitz Matrix; Generalized Structured,1
1240,Hausdorff Distance; Locality-Oriented Hausdorff; Times Faster,0
1241,Spontaneous Retroperitoneal; Another Patient; Patient Presented; Retroperitoneal Haemorrhage,1
1242,Thermal Impedance; Impedance Network; State-Of-The-Art Methods; Igbt Module; Junction Temperature; Least Squares,0
1243,Feature Matching,1
1244,A; B,0
1245,Repeat Photography; Arkansan Ozarks,0
1246,Invariant Feature; Perspective Distortion; Remote Sensing; Feature Transform; Image Registration; Low-Altitude Remote,0
1247,Feed Networks,0
1248,Document Embeddings; Topic Identification; Unseen Test; Test Data; Proposed Bayesian,0
1249,Data Sets; Single Image; Input Image; Image Super-Resolution; Similarity Domain; External Data,0
1250,Contradictory Results; Environmental Risk,1
1251,Energy Storage; Marine Renewable; Renewable Energy; Storage Technologies; Energy Generation,0
1252,Chestnut Starch; Steric Hindrance; Heat-Moisture Treatment; Bond Interactions; Hydrogen Bond; Starch Retrogradation,1
1253,Effective Field; Correlation-Adaptive Demosaicing; Field Size; Color Correlation-Adaptive; Hardware Implementation; Line Memories,0
1254,A; B,0
1255,Time Resources; Subjective Norms; Augmented Reality; Relationships Among; Wearable Augmented,0
1256,Inversion Disorder; Site Disorder; Quantum Magnets,1
1257,Magnetic Relaxation; Magnetic Nanoparticles; Relaxation Switch; Dual-Mode Biosensor,1
1258,Magnetic Resonance,1
1259,Megastigmane Glucosides,1
1260,Radiation Safety; Radiation Burden; Computed Tomography; Associated Radiochemistry; Patients Undergoing; Radiation Protection,1
1261,State-Of-The-Art Algorithms,0
1262,Triple Antibiotic; Intracanal Disinfectant; Root Canal; Antibiotic Paste,1
1263,Unrolling Network; X-Ray Coronary; Coronary Angiography,1
1264,Common Carp; P450/Ros Pathway; Causes Inflammation; Carp Gill,1
1265,Scholarly Literature; Articles Related; Results Show,0
1266,Artifact Detection,0
1267,Gastronomy Events; Place-Making Process; Creative Place-Making,0
1268,Laser Beam; Beam Machining,0
1269,Functional Decomposition; Real-Time Functional; Optical Coherence; Coherence Tomography,1
1270,Polyp Detection; State-Of-The-Art Methods; Proposed Colonsegnet; Colonsegnet Achieved; Real-Time Polyp; Deep Learning,0
1271,A; B,1
1272,Visual Attention; Manipulated Objects; Egocentric Video; Object Recognition,0
1273,Carbohydrate Mobilization; Water Flow; Turgor-Driven Apoplastic; Apoplastic Water; Water Transport; Drought Stress,1
1274,Relevant Features; Variational Dropout; Diabetic Foot; Foot Ulcers; State-Of-The-Art Features,0
1275,Social Media; Content Links; Media Networks; Multimedia Retrieval; Multimedia Objects,0
1276,Analysis Operator; Image Reconstruction; Reconstruction Methods; Analysis Model,0
1277,Human Lung; Lung Organoids; Stress Granule; Granule Formation; Particulate Matter; Cell Death,1
1278,Spanish Women; Traditional Methods; Twentieth Century; Baby Boom,1
1279,Household Garbage; Garbage Image; Image Classification; Garbage Images,0
1280,Magnetic Resonance; Projected Iterative; Soft-Thresholding Algorithm; Tight Frames; Compressed Sensing; Resonance Imaging,1
1281,Machine Learning; Kidney Injury; Acute Kidney,1
1282,Intimate Partner; Pre-Exposure Prophylaxis; Partner Violence; Overall Willingness; Negatively Associated; Different Types,1
1283,Genotoxic Potency; Genotoxicity Potency; Pyrrolizidine Alkaloids; Confidence Intervals,1
1284,General Anesthesia,1
1285,Candidate List; Fingerprint Indexing; Reduction Criteria; List Reduction,0
1286,Fraction Values; Three Panax; Panax Ginseng; Ginseng Reference; Reference Materials; Mass Fraction,1
1287,Human Development; Human Footprint; Sultan Marshes; Land Cover; Development Index; Human Factors,1
1288,Vitro Biotransformation; Fipronil Exposure; Domestic Poultry,1
1289,Cartesian Genetic; Genetic Programming; Neural Network; Ductal Carcinoma; Invasive Ductal; Differential Cartesian,0
1290,Topological Mapping; Self-Organizing Neural,0
1291,Mimo Antenna; Differential Evolution; K-Means-Based Multigroup; Antenna Design; Multigroup Differential; State-Of-The-Art Optimization,0
1292,Lidar Data,0
1293,Brown Adipose,1
1294,Wide Aperture; High Resolution; Autonomous Driving; Automotive Radar; State-Of-The-Art Automotive; Automotive Radars,0
1295,Deep Learning; Marginal Space; Volumetric Image; Image Parsing; Space Deep; Object Detection,1
1296,Cross Feature; Feature Fusion; Item Features; User Features; Fusion Neural; Neural Network,0
1297,Steel Slags; Industrial Symbiosis; Total Recovered,1
1298,Four Geoparks; Artistic Production; Territorial Control,0
1299,Scattering Transform; Invariant Representation,0
1300,A; B,1
1301,Gaussian Process; Camera Characterization; Delta E-Ab,0
1302,Metal Shield; Physical Attacks; Chip Editing; Attacks Based; Attack Detection; Detection Circuit,0
1303,Voxel Embeddings; Dense Voxel; Metric Graph; Neuron Reconstruction; Electron Microscopy,0
1304,Corneal Transplantation; Ocular Tissue; Storage Techniques,1
1305,Paper Explores,0
1306,Sediment Yield; Catchment Scale; Environmental Variables; Conservation Measures; Transport Processes; Regression Equations,0
1307,A; B,1
1308,Cleaning Profile; Residue Buildup; Stencil Cleaning; Neural Network; Regression Models; State-Of-The-Art Regression,0
1309,Stochastic Distances; Poisson Denoising; Algorithm Based,0
1310,Nucleus Detection; Domain Adaptation; Cross-Modality Microscopy; Microscopy Image; Adaptation Method; Image Data,1
1311,Energy Harvesting,0
1312,Simulation Tools; Electromagnetic Transients; Power Systems,0
1313,Human Health; Microplastic Pollution; Health Risk; Risk Assessment; Different Organisms,1
1314,Layered Crystals; Non-Vdw Forces; Binding Energy; Macroscopic Observables,1
1315,Surgical Factors; Sinus Surgery; Revision Surgeries; Endoscopic Sinus; Chronic Rhinosinusitis,1
1316,Data Sets; Spatiotemporal Scene-Graph; Collision Prediction; State-Of-The-Art Method; Scene-Graph Embedding,0
1317,Gated Sequence; Complex Wavelet; Intravascular Ultrasound; Proposed Method; Wavelet Transform; Image-Based Gating,1
1318,Meta-Evolutionary Selection; Differential Evolution; Ensemble Differential; High-Level Multi-Population; Multi-Population Ensemble; Evolved Designs,0
1319,Sexual Misconduct; State University; Relationship Violence; Michigan State,1
1320,Random Access; Viewpoint Scalability; Light Field; Light Fields; Field Image; Encoding Profiles,0
1321,Single Particle; Mass Spectra; Particle Mass; Oxidized Organic; Time-Of-Flight Mass; Mass Spectrometer,0
1322,Endothelial Glycocalyx; John Squire; Glycocalyx Structure,1
1323,Icing Detection; Blade Icing; Graph Convolutional; Convolutional Network; Wind Turbines; Proposed Model,0
1324,Bt+Ta Group; Group Supplemented; Protective Effects; Immune Responses; Significantly Improved; Macrophage Phagocytosis,1
1325,A; B,0
1326,Ontology Matching,0
1327,Breast Cancer; Cancer Histopathology; Histopathology Images; Proposed Method,1
1328,Catalase-Peroxidase Stkatg; Salinicola Tamaricis; Molecular Mechanism,1
1329,Intrusion Detection; Detection System; Wavelet-Based Intrusion; Attack Scenarios; State-Of-The-Art Solutions; Area Network,0
1330,Sodium Nitrite; Testicular Tissue; Significant Reduction; Inflammatory Cytokines; Serum Testosterone; Oral Sodium,1
1331,Low-Granularity Classifier; Concept Drifts; Data Streams; Actionable Alerts; State-Of-The-Art Approaches,0
1332,Intrusion Detection,0
1333,A; B,0
1334,Fluorescent Probe; Viscosity Fluctuations; Live Cells; Erastin-Induced Ferroptosis,1
1335,Acta Otorhinolaryngologica; Otorhinolaryngologica Italica,1
1336,Qsgcnn Model; Quantum Spatial; Proposed Qsgcnn; Neural Network; Spatial Graph; Convolutional Neural,0
1337,System Design; Proposed Framework,0
1338,Direct Mode; Early Decision; Encoding Time; Mode Early; Complexity Reduction; Proposed Edmed,0
1339,Neural Networks; Convolutional Neural; Hardware Accelerators; Deep Convolutional; Article Provides; Reduced Precision,0
1340,Volumetric Images; Extreme Value; Positive Instances; Classification Problem; Image Classification,1
1341,Image Demosaicking; Residual Interpolation; Ri-Based Algorithms; Adaptive Residual; Multispectral Image; Color Image,0
1342,Forming Capacity; Biofilm Forming; Transcriptome Sequencing; Typhimurium Strains; Genes Related; Strain Cvcc3384,1
1343,Aedes Aegypti; Aedes Albopictus,1
1344,Drinking Water; Cryptosporidium Removal; Risk Assessment; Source Water; Cryptosporidium Monitoring; Treatment Sites,0
1345,State-Of-The-Art Methods,0
1346,Natural Language; Deep Learning; Language Parsing; Language Processing; Learning Techniques; Parsing Tasks,0
1347,Dendrite-Free Lithium; Lithium Deposition; Volume Change; Mxene Matrix; Dendrite Growth; Lithium-Based Batteries,1
1348,Crystal Structure; Kelch Proteins; Thlaspi Arvense; Kelch Protein; Glucosinolate Breakdown; Thiocyanate-Forming Protein,1
1349,Shape Features,1
1350,Silica Bilayer; Silica Films,1
1351,Proposed Method; Adaptive Fusion; Multi-Modal Adaptive; Method Achieves; Temporal Context; Long-Term Temporal,0
1352,Object Fetch; Cache Hierarchies; Fetch Delay; Exact Analysis; Fetch Delays; State-Of-The-Art Approximations,0
1353,Social-Emotional Orientation; Novice Physical; Physical Education; Education Teachers; Emotional-Based Program; Physical Educators,0
1354,Clinical Cure; Candida Species; Test-Of-Cure Visit; Clinical Improvement; Symptom Resolution; Follow-Up Visit,1
1355,Successful Interventions; Community Health; Social Care; Acsc Hospitalization; Hospitalization Rate; Provided Care,1
1356,Actinoporin-Like Genes; Functional Role; Negatively Charged; Mytilus Galloprovincialis,1
1357,Approximate Adders; Approximate Adder; Better Compromise; Proposed Adder; High Accuracies; State-Of-The-Art Approximate,0
1358,Joint Framework; Prior Information; -N-1-Nss-Lss-Pr Method; Joint Denoising; Multiple Sources; Diffusion Kurtosis,1
1359,Energy Efficiency; Adaptive Cache; Cache Management; Warp Limiting; Architectural Framework; Management Techniques,0
1360,Nsna Group; Non-Alcohol Drinking; Positive Resection; Resection Margin; Clinicopathological Features; Prognostic Features,1
1361,Cyber Attacks; Intelligent Electronic; Energy Management; Detection Rate; State-Of-The-Art Mlas,0
1362,Facial Cleft; Sleep Apnea; Nasal Septum; Case Report; Median Facial,1
1363,Mode Decision; Spatial Enhancement; Enhancement Layers; Fast Mode; Spatial Scalability; Decision Model,0
1364,Mental Health; Postpartum Depression; Breastfeeding Cessation; Early Breastfeeding,1
1365,Native Top-Down; Mass Spectrometry; Top-Down Mass; Therapeutic Cytokine; Hormone Assemblies,1
1366,Microneedle Patches; Tetanus Toxoid-Loaded; Tetanus Toxoid; Polymeric Blend,1
1367,Target Data; Correlation Alignment; Correlation-Aware Adversarial; Domain Adaptation; Domain Discrepancy; Adversarial Learning,0
1368,A; B,0
1369,Adversarial Scratches,0
1370,Deep Framework; Assembling Principled; Principled Modules; Framework Assembling,1
1371,Cognitive Enhancement; Individual Autonomy,1
1372,Noradrenergic System; Depressive-Like Phenotype; Glucocorticoid Receptors; Male Mutant; Mutant Mice,1
1373,Linguistic Hints; Deep Neural; Neural Networks; Joint Inference; Sentiment Words; Aspect Polarities,0
1374,Brand Equity; Innovation Culture; Perceived Quality; Education Businesses; Brand Relevance,0
1375,Cbct Reconstruction; Staircase Effect; Hessian Schatten,1
1376,Redox-Based Resistive; Resistive Switching,0
1377,Factual Information; Among Facts; Source Text; Abstractive Summarization; Relations Among; Corresponding Factual,0
1378,Deterioration Processes; Deterioration Factors; Prehistoric Rock,0
1379,Tone Mapping; Cinema Professionals,0
1380,Canal Width; Relative Canal; Semicircular Canals; Canal Sensitivity,1
1381,Spatial Studies; Puente Viesgo; Historical Documents,0
1382,Multimodal Retinal; Retinal Images; Retinal Image,0
1383,Cover Song; Song Identification,0
1384,Lithium-Ion Batteries,0
1385,Skin Contamination; Dose Coefficients; Contamination Scenario; Dedicated Dose; Radiation Protection,1
1386,Sudan Dyes; Trace Sudan; Immobilized Metal; Metal Affinity; Affinity Magnetic; Magnetic Nanoparticles,1
1387,Multiport Device; Flow Control; Energy Flow; Internal Energy; Proposed Concept; State-Of-The-Art Multiport,0
1388,Wireless Power; Power Supply; Power Transmission,0
1389,Document Management; Management System; Proposed System; Logical Labeling; Contextual Information,0
1390,Surface Deformation; Dimensional Changes,0
1391,Optical Flow; Depth Estimation; Auxiliary Optical; Estimation Methods; State-Of-The-Art Depth,0
1392,Network Pharmacology; Radix Alba; Active Components; Western Blotting; Paeoniae Radix; Prospective Targets,1
1393,People Detection; Detection Results; Post-Processing Approaches,0
1394,Dynamic Control; Performance Prediction; Healthy Buildings; Solar Heat; Buildings Daylighting; Solar Radiation,0
1395,Transgressive Learning; Urban Water; Urban Space; Water Crisis; Empirical Material,1
1396,Ambrosia Pollen; Emission Parameterization; Artificial Neural; Pollen Emission; Numerical Pollen; Pollen Dispersion,0
1397,Learned Descriptors; Local Learned; Vertex-Edge Constraint; Triplet Loss; Various Datasets; Inconsistency Problem,0
1398,Complex Domain; Data Weighted; Weighted Averaging,0
1399,Point Matching; Feature Point; Matching Performance; Lightweight Feature; Neural Network; Computational Complexity,0
1400,Top-View Visualization; Based Approach; Theory Based; Factor Theory; Between-Player Distances; Broadcasting Video,0
1401,Presentation Attacks; Complete Plenoptic; Presentation Attack; Attack Detection,0
1402,Pundamilia Nyererei; Complete Mitochondrial; Cichlid Fishes; Mitochondrial Genome; Mitogenome Sequences; Protein-Coding Genes,1
1403,Dental Fluorosis; Cell Viability,1
1404,Trust Framework; Positive Rate; Trust Value; Misbehavior Detection,0
1405,Carbon Emission; Towards Carbon; Emission Reduction; Carbon Neutrality; Different Countries; Bibliometric Analysis,1
1406,In-Bag Morcellation; Contained Morcellation; Laparoscopic Myomectomy; Specially Designed; Uterine Myomas; Mean Time,1
1407,Among Hispanics/Latinos; Viral Suppression; Mental Health; United States; Medical Monitoring; Monitoring Project,0
1408,Secondary Networks; Ergodic Rate; Secondary Sources; Underlay Secondary; Channel Aware,0
1409,Patient Characteristics; Voluntary Activation; Quadriceps Strength; Knee Function; Anterior Cruciate; Cruciate Ligament,1
1410,Shigir Idol; Representational Tradition; Monumental Sculpture; Wooden Sculpture,0
1411,Graph Query; Query Suggestions; Query Autocompletion; Query Formulation,0
1412,Texture Classification; Training Images; Sparse Representation; Classification Methods; Training Samples; Multi-Manifold Analysis,0
1413,Universal Vocabulary; Generic Visual; Visual Categorization,0
1414,Rate Control; Rhythm Control; Atrial Fibrillation; Control Strategy; Beta Blocker; Nondihydropyridine Calcium,1
1415,Antioxidant Activity; Wound Healing; Endophytic Fungus; Talaromyces Purpureogenus; Teps1 Showed,1
1416,34.2 Fj/Step; Continuous Time; Cardiac Ultrasound,1
1417,Orange Spotted; Spotted Grouper; Epinephelus Coioides; Grouper Irf10,1
1418,Success Rate; Incremental Classifiers; Feature Selection; Imbalanced Dataset; Reproductive Technology; Assisted Reproductive,0
1419,Doped Wse2; Wse2 Channel; Millinewton Force,1
1420,Local Perturbation; Generation Method; Perturbation Generation; Fake Faces; Forensic Detectors,0
1421,Risky Decision-Making; Decision-Making Ability; Nssi Histories; Without Nssi; Non-Suicidal Self-Injury; Results Indicated,1
1422,Dyskeratosis Congenita; Patient Care,1
1423,Self-Supervised Learning; Remote Sensing; Proposed Approach; Smoothed Representation; State-Of-The-Art Self-Supervised; Contrastive Self-Supervised,0
1424,Biological Activities; Bioactive Compounds; Myrciaria Genus; Genus Myrciaria; Secondary Metabolites,1
1425,Nitrate Uptake; Two-Component Nitrate; Uptake System; Palm Plantations,1
1426,Yeast Genome; Vivo Editing; Integration Efficiency; Genome Engineering; Cloning Steps; Extra Cloning,1
1427,Fish Meal; Growth Performance; Pbm100 Diet; Swamp Crayfish; Diet Containing; Procambarus Clarkia,1
1428,Image Segmentation; Template Matching; Using Image; Object Detectors; Proposed Method; Chamfer Template,0
1429,Daily Intake; Fdnpp Accident; Effective Dose; Committed Effective; Annual Committed; Estimated Daily,1
1430,Asymptotically Stable; Disease-Free Equilibrium; Tenth Ebola; Ebola Outbreak; Democratic Republic; Transmission Dynamics,1
1431,Local Loss; Neural Networks; Activity Recognition; Convolutional Neural; Human Activity; Global Loss,0
1432,Deep Learning; Intrusion Detection; Detection Systems; State-Of-The-Art Deep,0
1433,Social Security; Security Knowledge,0
1434,Knowledge Keepers; Decolonizing Water; Cellphilms Featuring; Featuring Local; Water Bodies; Water Body,0
1435,A; B,0
1436,Hypochlorite Treatment; Ancient Bones; Sodium Hypochlorite,1
1437,Convolutional Neural; Neural Networks; Network Achieves; Estimation Error; Aerial Image; Single Aerial,0
1438,Colorectal Cancer,1
1439,Sugar Residues,1
1440,Machine Learning; Intelligent Systems; Rainfall Prediction; Current State-Of-The-Art; Broadly Intelligent; Predictive Accuracy,0
1441,Colon Cancer; Oct4 Overexpression; Epithelial-Mesenchymal Transition; Cancer Cells; Scf/C-Kit Signaling; Signaling Pathway,1
1442,Unsupervised Deep-Learning-Based,1
1443,Boronate-Based Probes; Chemical Structure; Hydrogen Peroxide,1
1444,Human Remains; Cussac Cave; Subterranean Environment,0
1445,Risk Assessment; Health Risk; Groundwater Quality,1
1446,Adjacent Modulation; Clothing Parsing; Unabridged Adjacent,0
1447,Convolutional Neural; Computational Complexity; Convolutional Layer; Weight Preprocessor; Binary Convolutional; Neural Network,0
1448,Receptor Oligomerization; Aptamer Ligands; Receptor Tyrosine; Origami-Templated Aptamer; Aptamer Nanoarray,1
1449,Human Action; Action Recognition; Learning Problem; Learning Problems; Action Categories; Multi-Modality Benchmark,0
1450,3-Lead Wireless,0
1451,High Satisfaction; Online Zentangle; Learning Zentangle; Reported High; Exploratory Trial; Social Services,0
1452,Signaling Axis; Tak1-P38-Mtorc1 Signaling; Multiple Serine; Serine Phosphorylation; Mg-Induced Activation; Insulin Receptor,1
1453,Neutralizing Antibodies; Seropositive Patients; All-Cause Mortality; Mechanical Ventilation; Viral Load; Required Mechanical,1
1454,Continuous Monitoring; Human Serum; Machine Learning; Smart Machine; Data Processing,1
1455,Cancer Treatment,1
1456,Injection-Locked Dual; Opto-Electronic Oscillator; Phase Noise; Spurious Level; Dual Opto-Electronic,0
1457,Environmentally Relevant; Inland Silversides; Relevant Concentrations; Commonly Used,1
1458,Induction Tomography; Inhomogeneous Green; Magnetic Induction,0
1459,Saliency Map-Guided; Semantic Confusion; Generative Adversarial; Adversarial Network; Map-Guided Colorization; Colorized Image,0
1460,Report Generation; Automated Radiographic; Pure Transformer-Based; Transformer-Based Framework; Radiographic Report,1
1461,Surface Plasmon; Plasmon Polaritons,0
1462,Long-Term Preventive; Preventive Care; Near-Field Communication; Object Specific,0
1463,Vital Start; Video-Based Intervention; Maternal Retention; Video-Based Interventions,0
1464,Climate Change; Wind Speed; Future Climate; Maximum Wind; Hurricane Genesis,0
1465,Social Support; Allostatic Load; Matched Controls; Child Maltreatment; Life Span; Support Across,1
1466,Ecological Culture; Music Aesthetic; Aesthetic Education; Sustainable Development,0
1467,Error Backprojection; Backprojection Algorithms; Non-Line-Of-Sight Imaging; Light Transport; Non-Iterative Backprojection,0
1468,Chromosome Inactivation; Long Noncoding; Upstream Region; Epigenetic Landscape; Noncoding Xist,1
1469,Multi-Reservoir System; River Basin,0
1470,Viral Replication; Antiviral Effects; Early Viral; Decreased Viral; Svcv Infection; Aquatic Rhabdovirus,1
1471,Semantic Graph; Explicitly Model; Graph Attention; Tooth Segmentation; Cbct Images; Anatomical Topology,1
1472,Patients Living; Prospective Cohort; Cohort Study,0
1473,Malware Classification; Malicious Software; Decision Trees; Fuzzy Decision; Large Dataset; Classification Performance,0
1474,Time Series; Multiple Seasonal; Seasonal Patterns; Related Time; State-Of-The-Art Multiseasonal,0
1475,Infection Clusters; Bacterial Clusters; Infection Control; Whole-Genome Sequencing; Control Measures; Single Nucleotide,1
1476,Sustainability Science; Arts-Based Research; Knowledge Production,0
1477,Small Molecule; Cytoskeleton Rearrangement; Molecule Raf265; Translation Machinery; Antiviral Activity,1
1478,Minimization Framework; Subspace Clustering; Non-Rigid Motion; Proposed Rssc; Motion Segmentation; Motion Sequences,0
1479,A; B,0
1480,Smartphone Dataset; Verification Systems; Audio-Visual Smartphone; Recognition Systems; Speaker Recognition; Three Different,0
1481,Background Subtraction,1
1482,Exercise Dependence; Combat Sports; Martial Arts,0
1483,Potentiometric Measurement; E-Paper Pixel; Measurement Cell; Prussian Blue; Reversible Manner; Electronic Paper,1
1484,Stem Cells; Purinergic Signaling; Bone Marrow,1
1485,Nervous System,1
1486,Multi-Scale Temporal; Skeleton-Based Action; Action Recognition; Long-Term Temporal; Temporal Transformer; Skeleton Data,0
1487,Goat Populations; Genomic Analysis; Southwest Asia; Adaptive Introgression; Native Goat,1
1488,Initial Neolithic; Neolithic Pastoralism; Ouled Nail,0
1489,Missing Data; Prostate Interventions; Surface-Based Registration; Deformation Field; Establishing Correspondences,1
1490,Lexicon Verification; Handwriting Recognition; Rimes Dataset; Complementary Lstm,0
1491,Function Evaluations,0
1492,Pediatric Floating; Floating Elbow,1
1493,Human Corneal; Corneal Endothelium; Interference Therapy,1
1494,Conservation Management; 20Th-Century Architectural; Management Plan; Paper Discusses,0
1495,Sensor Interface; Sensing Channel; Multimodal Sensor; Ozone Pollutant; Pollutant Sensing; Correlated Cardiovascular,0
1496,A; B,0
1497,Skull Base; Base Defect; Fibrin Glue; Autologous Fibrin; Transsphenoidal Surgery; Defect Closure,1
1498,Quality Control; Neural Networks; Neural Network; Manufacturing Quality,0
1499,Threshold Selection; Selection Method; Slope Difference; Difference Distribution; Adjustable Parameters; Different Modalities,0
1500,Zero-Shot Learning; Training Time; Semantic Description; Seen Classes,0
1501,Phrase Mining; Automated Phrase; Text Corpora; Quality Phrases,0
1502,Shape Registration; Characteristic Functions; Registration Parameters; Method Proposed,1
1503,Medical Image; Simple Contrastive; Image Segmentation; Labeled Data; Voxel-Wise Representation,1
1504,Salivary Otorrhoea; Spontaneous Salivary,1
1505,Wide Range; Protein Features; Evolutionary Information; Module Allows; Chemically Modified,1
1506,Light Field; Deep Learning; Proposed Solution; Intelligent Transportation; Learning Framework; Transportation Systems,0
